Referencia,Destinos,Porcentajes,Superficie Total,Mun
6667178,['Educativo'],[100.0],[525],76
6667179,"['Local Comercial', 'Vivienda', 'Trastero']","[20.68, 58.37, 20.95]","[152, 429, 154]",76
6667180,"['Local Comercial', 'Vivienda']","[17.8, 82.2]","[60, 277]",76
6667181,"['Local Comercial', 'Vivienda', 'Trastero']","[20.0, 60.0, 20.0]","[138, 414, 138]",76
6667182,"['Vivienda', 'Local Comercial', 'Almacen', 'Trastero']","[74.07, 13.43, 2.78, 9.72]","[160, 29, 6, 21]",76
6667183,"['Local Comercial', 'Trastero', 'Vivienda']","[26.64, 24.91, 48.44]","[77, 72, 140]",76
6667184,"['Local Comercial', 'Vivienda', 'Trastero']","[25.06, 71.36, 3.58]","[105, 299, 15]",76
6667185,"['Local Comercial', 'Vivienda', 'Trastero']","[24.58, 49.16, 26.26]","[44, 88, 47]",76
6667187,"['Trastero', 'Local Comercial', 'Vivienda']","[15.33, 20.44, 64.23]","[84, 112, 352]",76
6667188,"['Garaje Cerrado', 'Plaza Parking', 'Local Comercial', 'Vivienda', 'Trastero', 'Terraza']","[10.85, 0.25, 12.73, 67.55, 7.36, 1.26]","[601, 14, 705, 3742, 408, 70]",76
6667189,"['Local Comercial', 'Almacen', 'Vivienda', 'Duplex']","[10.95, 17.27, 43.8, 27.98]","[45, 71, 180, 115]",76
6667190,"['Local Comercial', 'Vivienda', 'Trastero', 'Duplex']","[21.17, 39.15, 6.41, 33.27]","[119, 220, 36, 187]",76
6667191,"['Garaje Cerrado', 'Vivienda', 'Terraza']","[27.67, 58.33, 14.0]","[83, 175, 42]",76
6667192,"['Vivienda', 'Trastero', 'Local Comercial']","[77.63, 2.03, 20.34]","[229, 6, 60]",76
6667193,"['Local Comercial', 'Vivienda', 'Duplex']","[28.85, 38.77, 32.38]","[131, 176, 147]",76
6667194,"['Trastero', 'Almacen', 'Garaje Cerrado', 'Vivienda']","[7.53, 43.66, 3.62, 45.2]","[156, 905, 75, 937]",76
6667195,"['Local Comercial', 'Vivienda', 'Trastero']","[31.2, 65.7, 3.1]","[151, 318, 15]",76
6667196,"['Local Comercial', 'Almacen', 'Vivienda']","[14.17, 18.75, 67.08]","[68, 90, 322]",76
6667197,"['Local Comercial', 'Vivienda']","[21.53, 78.47]","[79, 288]",76
6667198,"['Local Comercial', 'Vivienda']","[19.95, 80.05]","[87, 349]",76
6667199,"['Local Comercial', 'Vivienda']","[22.39, 77.61]","[75, 260]",76
6667200,"['Almacen', 'Local Comercial', 'Vivienda']","[13.47, 28.3, 58.23]","[108, 227, 467]",76
6667201,"['Local Comercial', 'Vivienda']","[22.26, 77.74]","[134, 468]",76
6667202,['Almacen'],[100.0],[12],76
6667203,"['Vivienda', 'Trastero', 'Local Comercial']","[65.72, 18.52, 15.76]","[692, 195, 166]",76
6667204,"['Local Comercial', 'Vivienda', 'Trastero']","[29.78, 50.0, 20.22]","[134, 225, 91]",76
6667205,['Solar'],[100.0],[109],76
6667206,"['Local Comercial', 'Almacen', 'Vivienda', 'Duplex', 'Terraza']","[18.4, 17.7, 39.33, 21.35, 3.23]","[131, 126, 280, 152, 23]",76
6667207,"['Local Comercial', 'Vivienda', 'Duplex', 'Terraza']","[35.29, 31.84, 23.04, 9.84]","[409, 369, 267, 114]",76
6667208,"['Local Comercial', 'Vivienda', 'Duplex']","[45.82, 31.44, 22.74]","[274, 188, 136]",76
6667209,"['Local Comercial', 'Vivienda', 'Trastero']","[19.82, 60.13, 20.04]","[89, 270, 90]",76
6667210,"['Local Comercial', 'Vivienda', 'Trastero']","[23.85, 51.72, 24.43]","[83, 180, 85]",76
6667211,['Solar'],[100.0],[98],76
6667212,"['Vivienda', 'Local Comercial', 'Almacen', 'Trastero']","[57.76, 17.01, 7.66, 17.57]","[309, 91, 41, 94]",76
6667213,"['Sanidad', 'Almacen']","[50.0, 50.0]","[22, 22]",76
6667214,['Solar'],[100.0],[1384],76
6667215,['Solar'],[100.0],[11186],76
6667216,['Solar'],[100.0],[584],76
6667217,"['Almacen', 'Educativo']","[11.48, 88.52]","[160, 1234]",76
6667218,"['Sanidad', 'Garaje Cerrado']","[98.65, 1.35]","[3576, 49]",76
6667219,['Educativo'],[100.0],[523],76
6667220,['Industrial'],[100.0],[2575],76
6667221,"['Local Comercial', 'Vivienda']","[91.94, 8.06]","[2282, 200]",76
6667222,"['Garaje Cerrado', 'Trastero', 'Local Comercial', 'Vivienda', 'Terraza']","[23.16, 2.8, 7.0, 55.79, 11.25]","[430, 52, 130, 1036, 209]",76
6667223,['Local Comercial'],[100.0],[24],76
6667224,"['Garaje Cerrado', 'Local Comercial', 'Terraza', 'Vivienda', 'Duplex', 'Trastero']","[13.03, 11.73, 2.59, 48.49, 21.89, 2.27]","[241, 217, 48, 897, 405, 42]",76
6667225,['Vivienda'],[100.0],[207],76
6667226,['Vivienda'],[100.0],[207],76
6667227,['Solar'],[100.0],[50],76
6667228,"['Garaje Cerrado', 'Vivienda', 'Duplex']","[17.55, 73.34, 9.11]","[185, 773, 96]",76
6667229,"['Vivienda', 'Garaje Cerrado', 'Terraza']","[79.03, 16.74, 4.23]","[505, 107, 27]",76
6667230,['Solar'],[100.0],[731],76
6667231,"['Vivienda', 'Local Comercial', 'Terraza']","[80.83, 17.01, 2.16]","[822, 173, 22]",76
6667232,"['Local Comercial', 'Vivienda']","[25.84, 74.16]","[162, 465]",76
6667233,"['Local Comercial', 'Sanidad']","[35.29, 64.71]","[6, 11]",76
6667234,"['Vivienda', 'Trastero', 'Almacen', 'Local Comercial', 'Garaje Cerrado']","[60.78, 10.52, 8.32, 15.9, 4.49]","[1300, 225, 178, 340, 96]",76
6667235,"['Local Comercial', 'Vivienda']","[30.77, 69.23]","[164, 369]",76
6667236,"['Local Comercial', 'Vivienda', 'Trastero', 'Terraza']","[20.45, 63.52, 14.32, 1.7]","[180, 559, 126, 15]",76
6667237,"['Local Comercial', 'Vivienda']","[29.5, 70.5]","[100, 239]",76
6667238,"['Local Comercial', 'Vivienda', 'Trastero']","[21.02, 65.34, 13.64]","[74, 230, 48]",76
6667239,"['Local Comercial', 'Vivienda', 'Duplex']","[36.18, 39.08, 24.74]","[313, 338, 214]",76
6667240,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Duplex', 'Almacen']","[10.78, 19.99, 35.07, 32.06, 2.1]","[226, 419, 735, 672, 44]",76
6667241,"['Local Comercial', 'Almacen', 'Vivienda', 'Trastero']","[11.16, 17.08, 52.62, 19.13]","[49, 75, 231, 84]",76
6667242,"['Oficina', 'Almacen']","[74.43, 25.57]","[591, 203]",76
6667243,"['Vivienda', 'Trastero', 'Duplex', 'Garaje Cerrado', 'Local Comercial']","[37.84, 8.11, 25.06, 6.76, 22.24]","[308, 66, 204, 55, 181]",76
6667245,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Local Comercial']","[66.03, 8.52, 10.65, 14.8]","[620, 80, 100, 139]",76
6667246,"['Local Comercial', 'Vivienda']","[18.95, 81.05]","[144, 616]",76
6667247,"['Trastero', 'Garaje Cerrado', 'Vivienda']","[16.29, 16.09, 67.62]","[160, 158, 664]",76
6667248,"['Vivienda', 'Garaje Cerrado', 'Local Comercial', 'Accesos y pasillos']","[63.77, 23.97, 12.18, 0.09]","[4315, 1622, 824, 6]",76
6667249,"['Local Comercial', 'Trastero', 'Vivienda', 'Almacen']","[22.94, 7.84, 55.88, 13.33]","[117, 40, 285, 68]",76
6667250,"['Almacen', 'Vivienda']","[24.02, 75.98]","[92, 291]",76
6667251,"['Trastero', 'Vivienda', 'Duplex']","[11.43, 62.14, 26.43]","[96, 522, 222]",76
6667252,"['Trastero', 'Oficina', 'Vivienda']","[15.15, 15.15, 69.7]","[100, 100, 460]",76
6667253,"['Vivienda', 'Local Comercial', 'Trastero']","[59.72, 20.83, 19.44]","[430, 150, 140]",76
6667254,"['Vivienda', 'Trastero', 'Terraza', 'Local Comercial']","[65.22, 5.43, 6.52, 22.83]","[120, 10, 12, 42]",76
6667255,"['Local Comercial', 'Trastero', 'Vivienda']","[17.74, 25.81, 56.45]","[44, 64, 140]",76
6667256,"['Local Comercial', 'Vivienda']","[25.0, 75.0]","[60, 180]",76
6667257,"['Local Comercial', 'Vivienda']","[21.5, 78.5]","[69, 252]",76
6667258,"['Local Comercial', 'Vivienda']","[24.22, 75.78]","[85, 266]",76
6667259,"['Local Comercial', 'Vivienda', 'Trastero']","[20.47, 61.4, 18.13]","[70, 210, 62]",76
6667260,"['Local Comercial', 'Vivienda', 'Trastero', 'Terraza']","[22.22, 62.96, 10.58, 4.23]","[126, 357, 60, 24]",76
6667261,['Solar'],[100.0],[48],76
6667262,"['Vivienda', 'Local Comercial', 'Trastero']","[46.29, 32.0, 21.71]","[81, 56, 38]",76
6667263,"['Local Comercial', 'Vivienda', 'Garaje Cerrado', 'Plaza Parking', 'Trastero']","[15.56, 70.72, 7.97, 1.44, 4.31]","[119, 541, 61, 11, 33]",76
6667264,"['Local Comercial', 'Vivienda', 'Trastero']","[23.51, 64.24, 12.25]","[71, 194, 37]",76
6667266,"['Local Comercial', 'Vivienda', 'Trastero', 'Duplex']","[34.81, 45.33, 1.75, 18.11]","[298, 388, 15, 155]",76
6667267,"['Vivienda', 'Local Comercial']","[81.13, 18.87]","[576, 134]",76
6667268,"['Trastero', 'Local Comercial', 'Vivienda']","[24.19, 15.16, 60.65]","[134, 84, 336]",76
6667269,"['Local Comercial', 'Vivienda']","[74.07, 25.93]","[80, 28]",76
6667270,"['Trastero', 'Vivienda']","[14.12, 85.88]","[71, 432]",76
6667271,['Solar'],[100.0],[88],76
6667272,"['Vivienda', 'Almacen', 'Local Comercial', 'Trastero']","[55.14, 17.29, 13.12, 14.45]","[992, 311, 236, 260]",76
6667273,['Almacen'],[100.0],[44],76
6667274,['Vivienda'],[100.0],[153],76
6667275,"['Trastero', 'Vivienda']","[30.0, 70.0]","[30, 70]",76
6667276,"['Trastero', 'Garaje Cerrado', 'Local Comercial', 'Vivienda']","[9.21, 11.1, 23.58, 56.12]","[292, 352, 748, 1780]",76
6667277,"['Vivienda', 'Trastero']","[86.99, 13.01]","[408, 61]",76
6667278,"['Vivienda', 'Trastero']","[72.99, 27.01]","[254, 94]",76
6667279,"['Vivienda', 'Agropecuario']","[94.2, 5.8]","[487, 30]",76
6667280,"['Vivienda', 'Garaje Cerrado', 'Deposito']","[14.29, 14.29, 71.43]","[112, 112, 560]",76
6667281,"['Trastero', 'Vivienda']","[50.0, 50.0]","[141, 141]",76
6667282,"['Vivienda', 'Garaje Cerrado']","[66.67, 33.33]","[400, 200]",76
6667283,"['Local Comercial', 'Garaje Cerrado', 'Vivienda', 'Duplex', 'Terraza']","[12.66, 18.73, 47.49, 18.61, 2.51]","[313, 463, 1174, 460, 62]",76
6667284,['Vivienda'],[100.0],[266],76
6667285,"['Plaza Parking', 'Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Duplex', 'Terraza']","[5.58, 6.35, 13.91, 54.68, 16.11, 3.37]","[172, 196, 429, 1687, 497, 104]",76
6667286,"['Garaje Cerrado', 'Vivienda']","[33.33, 66.67]","[120, 240]",76
6667287,"['Vivienda', 'Agropecuario']","[83.43, 16.57]","[141, 28]",76
6667288,"['Vivienda', 'Agropecuario']","[32.74, 67.26]","[92, 189]",76
6667289,"['Vivienda', 'Oficina']","[50.0, 50.0]","[204, 204]",76
6667290,['Solar'],[100.0],[400],76
6667291,"['Almacen', 'Vivienda', 'Trastero']","[26.57, 69.25, 4.18]","[127, 331, 20]",76
6667292,['Garaje Cerrado'],[100.0],[655],76
6667293,['Deposito'],[100.0],[120],76
6667294,"['Vivienda', 'Almacen', 'Trastero', 'Local Comercial']","[70.89, 15.14, 8.45, 5.51]","[1325, 283, 158, 103]",76
6667295,"['Vivienda', 'Local Comercial']","[82.45, 17.55]","[930, 198]",76
6667296,"['Vivienda', 'Local Comercial', 'Trastero']","[66.42, 13.95, 19.63]","[1005, 211, 297]",76
6667297,"['Vivienda', 'Local Comercial', 'Trastero', 'Accesos y pasillos']","[63.16, 13.45, 12.76, 10.63]","[1010, 215, 204, 170]",76
6667298,['Solar'],[100.0],[459],76
6667299,"['Vivienda', 'Trastero', 'Edificabilidad', 'Local Comercial', 'Almacen']","[48.85, 19.45, 19.45, 6.34, 5.91]","[339, 135, 135, 44, 41]",76
6667300,"['Trastero', 'Vivienda', 'Local Comercial']","[11.44, 74.55, 14.01]","[89, 580, 109]",76
6667301,"['Vivienda', 'Local Comercial', 'Trastero']","[64.88, 15.29, 19.83]","[785, 185, 240]",76
6667302,"['Local Comercial', 'Vivienda', 'Duplex']","[30.81, 30.3, 38.89]","[122, 120, 154]",76
6667303,"['Vivienda', 'Garaje Cerrado', 'Local Comercial']","[81.12, 7.18, 11.7]","[610, 54, 88]",76
6667304,"['Vivienda', 'Garaje Cerrado', 'Local Comercial']","[66.14, 16.93, 16.93]","[336, 86, 86]",76
6667305,"['Local Comercial', 'Vivienda', 'Trastero']","[19.26, 69.14, 11.6]","[78, 280, 47]",76
6667306,"['Vivienda', 'Garaje Cerrado']","[85.57, 14.43]","[510, 86]",76
6667307,"['Local Comercial', 'Vivienda', 'Terraza']","[12.53, 84.25, 3.23]","[167, 1123, 43]",76
6667308,['Almacen'],[100.0],[36],76
6667309,['Industrial'],[100.0],[10],76
6667310,['Solar'],[100.0],[58],76
6667311,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[81.86, 14.42, 3.72]","[176, 31, 8]",76
6667312,"['Vivienda', 'Local Comercial', 'Trastero']","[70.5, 20.88, 8.62]","[1300, 385, 159]",76
6667313,"['Vivienda', 'Almacen', 'Trastero']","[80.02, 6.41, 13.57]","[861, 69, 146]",76
6667314,['Solar'],[100.0],[525],76
6667315,['Solar'],[100.0],[802],76
6667316,['Solar'],[100.0],[512],76
6667317,"['Vivienda', 'Garaje Cerrado', 'Almacen', 'Trastero', 'Agropecuario']","[15.0, 3.86, 0.58, 0.06, 80.49]","[233, 60, 9, 1, 1250]",76
6667318,['Solar'],[100.0],[177],76
6667319,['Solar'],[100.0],[348],76
6667320,"['Industrial', 'Oficina']","[99.08, 0.92]","[9242, 86]",76
6667321,"['Vivienda', 'Plaza Parking', 'Trastero']","[62.76, 28.51, 8.73]","[2228, 1012, 310]",19
6667323,['Solar'],[100.0],[28],76
6667324,['Accesos y pasillos'],[100.0],[107],76
6667325,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Duplex']","[10.47, 26.28, 47.76, 15.49]","[227, 570, 1036, 336]",76
6667326,"['Plaza Parking', 'Garaje Cerrado', 'Trastero', 'Local Comercial', 'Vivienda']","[6.76, 4.86, 9.37, 8.3, 70.7]","[57, 41, 79, 70, 596]",76
6667327,"['Plaza Parking', 'Trastero', 'Local Comercial', 'Vivienda', 'Duplex']","[15.25, 2.87, 4.45, 56.56, 20.86]","[329, 62, 96, 1220, 450]",76
6667328,['Solar'],[100.0],[342],76
6668001,"['Vivienda', 'Agropecuario']","[30.77, 69.23]","[88, 198]",76
6668002,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[21.09, 68.37, 10.54]","[124, 402, 62]",76
6668003,"['Vivienda', 'Trastero']","[66.67, 33.33]","[82, 41]",76
6668004,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[79.25, 3.21, 17.54]","[592, 24, 131]",76
6669001,['Vivienda'],[100.0],[272],76
6689002,"['Agropecuario', 'Vivienda', 'Almacen']","[56.05, 31.21, 12.74]","[176, 98, 40]",79
6689003,"['Agropecuario', 'Vivienda', 'Almacen']","[50.62, 17.28, 32.1]","[410, 140, 260]",79
6689004,"['Agropecuario', 'Vivienda', 'Almacen']","[54.15, 16.0, 29.84]","[450, 133, 248]",79
6690009,"['Vivienda', 'Agropecuario', 'Trastero']","[25.37, 42.98, 31.65]","[206, 349, 257]",79
6690010,"['Vivienda', 'Garaje Cerrado', 'Agropecuario']","[70.86, 10.43, 18.72]","[265, 39, 70]",79
6690011,['Agropecuario'],[100.0],[865],79
6691009,"['Agropecuario', 'Vivienda']","[77.59, 22.41]","[277, 80]",79
6691010,"['Agropecuario', 'Vivienda', 'Almacen', 'Garaje Cerrado']","[26.47, 39.71, 20.59, 13.24]","[180, 270, 140, 90]",79
6691011,['Industrial'],[100.0],[328],79
6691012,"['Vivienda', 'Agropecuario']","[8.68, 91.32]","[80, 842]",79
6691014,"['Industrial', 'Oficina']","[84.0, 16.0]","[420, 80]",79
6691015,['Industrial'],[100.0],[700],79
6691016,"['Vivienda', 'Agropecuario', 'Trastero']","[51.87, 29.48, 18.66]","[278, 158, 100]",79
6691017,"['Agropecuario', 'Garaje Cerrado', 'Vivienda', 'Terraza']","[28.75, 14.63, 46.78, 9.84]","[228, 116, 371, 78]",79
6691018,['Agropecuario'],[100.0],[566],79
6691019,"['Trastero', 'Garaje Cerrado', 'Vivienda', 'Agropecuario']","[21.23, 9.93, 42.47, 26.37]","[124, 58, 248, 154]",79
6691020,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[38.41, 32.61, 28.99]","[106, 90, 80]",79
6691021,"['Hosteleria', 'Vivienda', 'Terraza']","[83.88, 14.53, 1.59]","[791, 137, 15]",79
6691022,"['Vivienda', 'Almacen', 'Agropecuario']","[41.16, 39.92, 18.92]","[396, 384, 182]",79
6691023,"['Vivienda', 'Trastero', 'Duplex', 'Terraza']","[26.47, 17.28, 48.53, 7.72]","[144, 94, 264, 42]",79
6692001,"['Vivienda', 'Local Comercial']","[75.85, 24.15]","[625, 199]",79
6692002,"['Local Comercial', 'Vivienda']","[32.69, 67.31]","[239, 492]",79
6692003,['Local Comercial'],[100.0],[499],79
6692004,"['Vivienda', 'Local Comercial', 'Terraza']","[80.02, 17.63, 2.35]","[681, 150, 20]",79
6692005,"['Vivienda', 'Trastero', 'Local Comercial']","[78.54, 1.77, 19.69]","[2394, 54, 600]",79
6692006,"['Local Comercial', 'Vivienda', 'Terraza', 'Trastero']","[28.04, 55.83, 10.17, 5.96]","[226, 450, 82, 48]",79
6692007,"['Local Comercial', 'Vivienda']","[25.19, 74.81]","[130, 386]",79
6692008,"['Local Comercial', 'Vivienda', 'Almacen', 'Trastero', 'Terraza', 'Duplex']","[9.01, 43.84, 6.31, 3.0, 7.51, 30.33]","[30, 146, 21, 10, 25, 101]",79
6692009,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Deportivo']","[23.21, 2.15, 6.59, 68.05]","[162, 15, 46, 475]",79
6692010,"['Local Comercial', 'Vivienda', 'Trastero']","[38.59, 56.88, 4.53]","[230, 339, 27]",79
6692011,"['Garaje Cerrado', 'Plaza Parking', 'Trastero', 'Local Comercial', 'Vivienda', 'Oficina']","[33.8, 1.45, 8.59, 12.77, 42.15, 1.25]","[1707, 73, 434, 645, 2129, 63]",79
6692012,"['Vivienda', 'Terraza', 'Local Comercial', 'Duplex']","[50.66, 23.64, 15.2, 10.49]","[420, 196, 126, 87]",79
6692014,"['Vivienda', 'Local Comercial', 'Terraza']","[76.94, 20.98, 2.07]","[297, 81, 8]",79
6692015,"['Vivienda', 'Local Comercial']","[77.42, 22.58]","[768, 224]",79
6692016,['Cultural'],[100.0],[1536],79
6692017,"['Garaje Cerrado', 'Plaza Parking', 'Local Comercial', 'Terraza', 'Vivienda']","[8.76, 3.17, 20.8, 5.39, 61.88]","[83, 30, 197, 51, 586]",79
6692018,"['Vivienda', 'Garaje Cerrado']","[75.0, 25.0]","[90, 30]",79
6692019,"['Garaje Cerrado', 'Almacen', 'Local Comercial', 'Vivienda', 'Trastero']","[45.36, 1.15, 19.62, 28.14, 5.73]","[2208, 56, 955, 1370, 279]",79
6692020,"['Garaje Cerrado', 'Trastero', 'Local Comercial', 'Vivienda']","[22.73, 5.09, 17.15, 55.03]","[986, 221, 744, 2387]",79
6692021,"['Local Comercial', 'Vivienda', 'Trastero']","[16.44, 73.53, 10.03]","[95, 425, 58]",79
6692022,"['Vivienda', 'Trastero']","[83.89, 16.11]","[781, 150]",79
6692023,"['Vivienda', 'Local Comercial']","[84.25, 15.75]","[583, 109]",79
6692024,"['Vivienda', 'Local Comercial']","[79.11, 20.89]","[606, 160]",79
6692025,"['Local Comercial', 'Terraza', 'Vivienda', 'Trastero']","[18.29, 1.39, 72.37, 7.95]","[92, 7, 364, 40]",79
6692026,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Terraza', 'Local Comercial']","[30.15, 46.47, 10.13, 1.17, 12.08]","[619, 954, 208, 24, 248]",79
6692027,['Deposito'],[100.0],[190],79
6692028,['Garaje Cerrado'],[100.0],[20],79
6692029,"['Local Comercial', 'Vivienda', 'Trastero']","[28.39, 53.71, 17.9]","[111, 210, 70]",79
6692030,"['Local Comercial', 'Vivienda', 'Terraza', 'Trastero']","[25.23, 54.22, 10.02, 10.54]","[335, 720, 133, 140]",79
6692031,"['Local Comercial', 'Vivienda', 'Trastero']","[18.18, 72.73, 9.09]","[80, 320, 40]",79
6692032,['Vivienda'],[100.0],[560],79
6692033,['Vivienda'],[100.0],[600],79
6692034,['Vivienda'],[100.0],[396],79
6692035,['Vivienda'],[100.0],[396],79
6692039,"['Vivienda', 'Local Comercial', 'Trastero']","[69.84, 25.47, 4.69]","[447, 163, 30]",79
6692040,['Vivienda'],[100.0],[300],79
6692041,"['Local Comercial', 'Vivienda']","[20.42, 79.58]","[108, 421]",79
6692042,"['Vivienda', 'Trastero', 'Local Comercial']","[64.31, 7.18, 28.52]","[708, 79, 314]",79
6692044,"['Local Comercial', 'Vivienda', 'Trastero']","[42.56, 52.18, 5.26]","[672, 824, 83]",79
6692045,"['Vivienda', 'Trastero', 'Local Comercial']","[68.6, 9.11, 22.29]","[1800, 239, 585]",79
6692046,"['Vivienda', 'Local Comercial', 'Almacen', 'Trastero']","[64.02, 22.04, 11.27, 2.67]","[767, 264, 135, 32]",79
6692047,['Vivienda'],[100.0],[300],79
6692048,['Vivienda'],[100.0],[67],79
6692049,['Vivienda'],[100.0],[35],79
6692050,"['Vivienda', 'Trastero', 'Accesos y pasillos']","[92.49, 5.69, 1.82]","[2390, 147, 47]",79
6692051,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero']","[22.68, 19.2, 50.26, 7.86]","[398, 337, 882, 138]",79
6692052,"['Vivienda', 'Garaje Cerrado']","[66.67, 33.33]","[250, 125]",79
6692053,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[8.47, 69.49, 22.03]","[50, 410, 130]",79
6692054,"['Vivienda', 'Plaza Parking']","[88.15, 11.85]","[595, 80]",79
6692055,['Vivienda'],[100.0],[300],79
6692056,['Vivienda'],[100.0],[67],79
6692057,['Vivienda'],[100.0],[300],79
6692058,['Vivienda'],[100.0],[67],79
6692059,['Vivienda'],[100.0],[67],79
6692060,"['Vivienda', 'Terraza']","[76.47, 23.53]","[104, 32]",79
6692061,['Vivienda'],[100.0],[67],79
6692062,"['Trastero', 'Vivienda', 'Local Comercial']","[9.04, 80.53, 10.43]","[163, 1452, 188]",79
6692063,['Agropecuario'],[100.0],[24],79
6692064,"['Educativo', 'Garaje Cerrado']","[99.13, 0.87]","[6809, 60]",79
6692065,['Industrial'],[100.0],[1241],79
6692066,['Industrial'],[100.0],[2164],79
6692067,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[89.75, 4.09, 6.17]","[2503, 114, 172]",79
6692068,"['Vivienda', 'Trastero']","[86.15, 13.85]","[336, 54]",79
6692069,"['Vivienda', 'Trastero']","[86.88, 13.12]","[722, 109]",79
6692070,"['Trastero', 'Vivienda', 'Local Comercial']","[16.29, 61.78, 21.93]","[280, 1062, 377]",79
6692071,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero']","[8.73, 7.61, 67.94, 15.73]","[187, 163, 1456, 337]",79
6692072,"['Local Comercial', 'Vivienda', 'Trastero']","[31.27, 60.39, 8.33]","[334, 645, 89]",79
6692073,"['Vivienda', 'Local Comercial', 'Trastero']","[83.86, 15.24, 0.9]","[1205, 219, 13]",79
6692074,"['Local Comercial', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[3.92, 78.0, 5.09, 13.0]","[104, 2070, 135, 345]",79
6692075,"['Garaje Cerrado', 'Vivienda']","[22.35, 77.65]","[177, 615]",79
6692076,"['Garaje Cerrado', 'Local Comercial', 'Trastero', 'Vivienda']","[16.16, 5.66, 5.86, 72.32]","[160, 56, 58, 716]",79
6692077,"['Trastero', 'Vivienda', 'Garaje Cerrado']","[3.97, 91.13, 4.9]","[43, 986, 53]",79
6692078,"['Vivienda', 'Local Comercial']","[79.63, 20.37]","[852, 218]",79
6692079,"['Vivienda', 'Trastero', 'Deportivo']","[40.05, 55.11, 4.84]","[149, 205, 18]",79
6692080,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Local Comercial']","[77.77, 4.73, 9.2, 8.3]","[1200, 73, 142, 128]",79
6692081,['Industrial'],[100.0],[913],79
6692082,"['Industrial', 'Oficina']","[68.51, 31.49]","[620, 285]",79
6692085,['Industrial'],[100.0],[2800],79
6692087,['Industrial'],[100.0],[4373],79
6692088,['Solar'],[100.0],[575],79
6692089,['Oficina'],[100.0],[1287],79
6692090,['Solar'],[100.0],[3890],79
6692091,"['Industrial', 'Edificabilidad']","[13.01, 86.99]","[278, 1859]",79
6692092,"['Local Comercial', 'Almacen', 'Vivienda', 'Trastero']","[12.36, 47.82, 33.27, 6.55]","[136, 526, 366, 72]",79
6692093,"['Garaje Cerrado', 'Vivienda']","[14.85, 85.15]","[268, 1537]",79
6692094,"['Vivienda', 'Almacen']","[68.31, 31.69]","[194, 90]",79
6692095,"['Vivienda', 'Trastero']","[56.12, 43.88]","[376, 294]",79
6692096,"['Vivienda', 'Trastero']","[87.53, 12.47]","[316, 45]",79
6692097,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[6.49, 64.29, 29.22]","[10, 99, 45]",79
6692098,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[70.1, 20.62, 9.28]","[68, 20, 9]",79
6692099,"['Vivienda', 'Trastero']","[65.12, 34.88]","[280, 150]",79
6692100,"['Agropecuario', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[37.19, 31.4, 15.7, 15.7]","[180, 152, 76, 76]",79
6692101,['Almacen'],[100.0],[83],79
6692102,"['Vivienda', 'Almacen']","[61.36, 38.64]","[162, 102]",79
6692103,['Vivienda'],[100.0],[319],79
6692104,['Industrial'],[100.0],[60],79
6692105,"['Vivienda', 'Duplex', 'Terraza']","[45.28, 39.62, 15.09]","[120, 105, 40]",79
6692106,"['Vivienda', 'Terraza']","[63.85, 36.15]","[136, 77]",79
6692107,"['Trastero', 'Garaje Cerrado', 'Vivienda']","[8.88, 6.73, 84.39]","[276, 209, 2622]",79
6692108,"['Vivienda', 'Trastero', 'Plaza Parking', 'Almacen']","[68.22, 6.36, 19.07, 6.36]","[161, 15, 45, 15]",79
6692109,['Industrial'],[100.0],[902],79
6692110,['Trastero'],[100.0],[90],79
6692111,"['Garaje Cerrado', 'Local Comercial', 'Almacen', 'Vivienda', 'Trastero', 'Duplex']","[13.42, 11.91, 0.71, 57.96, 4.33, 11.67]","[737, 654, 39, 3184, 238, 641]",79
6692112,"['Plaza Parking', 'Local Comercial', 'Vivienda', 'Trastero']","[20.77, 11.02, 63.85, 4.36]","[1054, 559, 3240, 221]",79
6692113,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Terraza', 'Duplex', 'Local Comercial']","[13.54, 57.55, 4.41, 2.45, 10.17, 11.88]","[747, 3174, 243, 135, 561, 655]",79
6692114,['Accesos y pasillos'],[100.0],[335],79
6692115,['Vivienda'],[100.0],[182],79
6692116,"['Vivienda', 'Trastero']","[50.0, 50.0]","[50, 50]",79
