Referencia,Destinos,Porcentajes,Superficie Total,Mun
6692117,['Educativo'],[100.0],[467],79
6692118,"['Vivienda', 'Trastero', 'Almacen']","[73.69, 12.38, 13.92]","[720, 121, 136]",79
6692119,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[78.77, 10.5, 10.72]","[720, 96, 98]",79
6692120,"['Vivienda', 'Garaje Cerrado', 'Local Comercial']","[81.6, 1.95, 16.45]","[1592, 38, 321]",79
6692121,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Local Comercial', 'Hosteleria']","[74.15, 11.74, 0.91, 3.04, 10.15]","[2192, 347, 27, 90, 300]",79
6692122,"['Vivienda', 'Trastero']","[72.83, 27.17]","[268, 100]",79
6692124,['Industrial'],[100.0],[3894],79
6692125,"['Sanidad', 'Almacen']","[97.7, 2.3]","[4239, 100]",79
6692126,['Solar'],[100.0],[1000],79
6692127,"['Plaza Parking', 'Local Comercial', 'Vivienda', 'Trastero']","[24.6, 14.57, 57.49, 3.34]","[486, 288, 1136, 66]",79
6692128,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero', 'Duplex']","[13.43, 11.78, 48.17, 3.76, 22.86]","[571, 501, 2048, 160, 972]",79
6692129,"['Garaje Cerrado', 'Trastero', 'Local Comercial', 'Vivienda', 'Oficina']","[16.64, 8.07, 12.51, 60.61, 2.18]","[1436, 696, 1079, 5229, 188]",79
6692130,"['Garaje Cerrado', 'Edificabilidad', 'Almacen']","[23.21, 43.49, 33.3]","[412, 772, 591]",79
6692131,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero']","[17.06, 12.74, 62.32, 7.88]","[1481, 1106, 5410, 684]",79
6692132,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero', 'Duplex']","[19.67, 13.11, 44.21, 2.59, 20.42]","[941, 627, 2115, 124, 977]",79
6692133,['Garaje Cerrado'],[100.0],[215],79
6692134,"['Garaje Cerrado', 'Vivienda', 'Trastero']","[16.64, 75.49, 7.86]","[254, 1152, 120]",79
6692135,"['Vivienda', 'Trastero', 'Garaje Cerrado', 'Local Comercial', 'Duplex']","[55.84, 13.63, 11.78, 14.39, 4.36]","[2740, 669, 578, 706, 214]",79
6692137,"['Plaza Parking', 'Garaje Cerrado']","[73.6, 26.4]","[474, 170]",79
6692138,"['Almacen', 'Vivienda', 'Trastero', 'Garaje Cerrado', 'Terraza']","[12.39, 42.63, 25.45, 6.26, 13.27]","[412, 1417, 846, 208, 441]",79
6692140,"['Garaje Cerrado', 'Vivienda', 'Local Comercial']","[5.46, 90.2, 4.34]","[150, 2476, 119]",79
6692141,"['Vivienda', 'Trastero', 'Garaje Cerrado']","[83.02, 15.1, 1.87]","[1550, 282, 35]",79
6692142,"['Local Comercial', 'Vivienda', 'Trastero']","[1.57, 97.29, 1.13]","[18, 1115, 13]",79
6692143,"['Garaje Cerrado', 'Vivienda']","[6.19, 93.81]","[18, 273]",79
6692145,"['Vivienda', 'Trastero', 'Terraza']","[47.29, 38.75, 13.96]","[288, 236, 85]",79
6692146,"['Vivienda', 'Garaje Cerrado']","[63.52, 36.48]","[1278, 734]",79
6692147,['Solar'],[100.0],[185],79
6692148,['Solar'],[100.0],[171],79
6692149,['Solar'],[100.0],[142],79
6692150,"['Duplex', 'Vivienda']","[58.06, 41.94]","[360, 260]",79
6692151,"['Local Comercial', 'Garaje Cerrado']","[7.96, 92.04]","[113, 1306]",79
6692152,"['Trastero', 'Vivienda', 'Terraza', 'Garaje Cerrado']","[7.04, 53.21, 9.85, 29.9]","[80, 605, 112, 340]",79
6692153,['Industrial'],[100.0],[4553],79
6692154,['Industrial'],[100.0],[4084],79
6692155,['Industrial'],[100.0],[4733],79
6692156,['Industrial'],[100.0],[2090],79
6692157,['Industrial'],[100.0],[1548],79
6692158,['Industrial'],[100.0],[1549],79
6692159,"['Industrial', 'Oficina']","[96.31, 3.69]","[1199, 46]",79
6692160,"['Industrial', 'Oficina']","[93.89, 6.11]","[1368, 89]",79
6692162,"['Almacen', 'Oficina']","[71.26, 28.74]","[300, 121]",79
6692164,"['Garaje Cerrado', 'Vivienda']","[41.5, 58.5]","[276, 389]",79
6692165,['Garaje Cerrado'],[100.0],[317],79
6692166,"['Industrial', 'Plaza Parking']","[36.36, 63.64]","[400, 700]",79
6692167,['Religioso'],[100.0],[76],79
6692168,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Terraza']","[61.36, 14.86, 14.86, 8.93]","[2445, 592, 592, 356]",79
6692169,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Terraza', 'Jardin']","[51.26, 9.93, 12.73, 17.55, 8.52]","[914, 177, 227, 313, 152]",79
6692171,['Industrial'],[100.0],[11],79
6692172,"['Vivienda', 'Trastero', 'Agropecuario']","[64.64, 32.32, 3.04]","[170, 85, 8]",79
6692173,"['Vivienda', 'Trastero', 'Local Comercial', 'Garaje Cerrado']","[85.76, 4.9, 8.68, 0.65]","[3151, 180, 319, 24]",79
6692174,"['Duplex', 'Vivienda']","[74.56, 25.44]","[381, 130]",79
6692175,['Educativo'],[100.0],[5833],79
6692176,['Industrial'],[100.0],[1344],79
6692177,"['Industrial', 'Local Comercial']","[63.24, 36.76]","[1548, 900]",79
6692178,['Almacen'],[100.0],[875],79
6692179,"['Deposito', 'Vivienda']","[60.25, 39.75]","[97, 64]",79
6692180,"['Agropecuario', 'Vivienda', 'Almacen', 'Garaje Cerrado', 'Trastero']","[18.83, 31.38, 21.76, 15.48, 12.55]","[90, 150, 104, 74, 60]",79
6692181,['Industrial'],[100.0],[1700],79
6692182,['Industrial'],[100.0],[1204],79
6692183,"['Garaje Cerrado', 'Local Comercial', 'Vivienda', 'Trastero']","[23.05, 9.64, 60.23, 7.08]","[1071, 448, 2799, 329]",79
6692184,['Local Comercial'],[100.0],[227],79
6692185,"['Industrial', 'Plaza Parking']","[81.38, 18.62]","[3191, 730]",79
6692186,['Solar'],[100.0],[106],79
6692191,"['Plaza Parking', 'Garaje Cerrado', 'Trastero', 'Vivienda', 'Duplex', 'Terraza', 'Jardin']","[11.14, 13.16, 2.28, 49.75, 13.92, 0.76, 8.99]","[88, 104, 18, 393, 110, 6, 71]",79
6693001,"['Garaje Cerrado', 'Trastero', 'Local Comercial', 'Vivienda', 'Plaza Parking']","[11.14, 2.63, 27.5, 56.3, 2.44]","[352, 83, 869, 1779, 77]",79
6693002,['Solar'],[100.0],[43],79
6693003,"['Vivienda', 'Local Comercial', 'Trastero']","[82.63, 16.43, 0.94]","[352, 70, 4]",79
6693004,"['Vivienda', 'Almacen']","[66.67, 33.33]","[60, 30]",79
6693005,"['Local Comercial', 'Vivienda', 'Terraza']","[37.86, 48.56, 13.58]","[145, 186, 52]",79
6693006,"['Trastero', 'Local Comercial', 'Vivienda', 'Terraza', 'Duplex']","[5.59, 20.98, 41.78, 8.92, 22.73]","[32, 120, 239, 51, 130]",79
6693007,"['Local Comercial', 'Vivienda']","[18.28, 81.72]","[100, 447]",79
6693008,"['Vivienda', 'Agropecuario']","[80.0, 20.0]","[260, 65]",79
6693009,"['Local Comercial', 'Almacen', 'Vivienda', 'Trastero']","[15.42, 13.75, 60.0, 10.83]","[148, 132, 576, 104]",79
6693010,"['Local Comercial', 'Almacen', 'Vivienda', 'Duplex']","[16.55, 7.19, 52.34, 23.92]","[92, 40, 291, 133]",79
6693011,"['Vivienda', 'Terraza', 'Almacen', 'Agropecuario']","[43.91, 12.82, 39.08, 4.2]","[209, 61, 186, 20]",79
6693012,"['Local Comercial', 'Vivienda', 'Plaza Parking', 'Trastero']","[18.6, 69.97, 6.37, 5.07]","[745, 2803, 255, 203]",79
6693013,"['Trastero', 'Local Comercial', 'Vivienda']","[9.02, 30.33, 60.66]","[22, 74, 148]",79
6693014,"['Local Comercial', 'Vivienda', 'Trastero']","[33.1, 53.1, 13.79]","[144, 231, 60]",79
6693015,"['Local Comercial', 'Vivienda']","[31.82, 68.18]","[246, 527]",79
6693016,['Solar'],[100.0],[1230],79
6693017,"['Vivienda', 'Local Comercial']","[78.81, 21.19]","[186, 50]",79
6693018,"['Local Comercial', 'Vivienda', 'Trastero']","[14.79, 60.99, 24.23]","[105, 433, 172]",79
6693019,"['Local Comercial', 'Vivienda', 'Accesos y pasillos']","[16.63, 77.17, 6.2]","[67, 311, 25]",79
6693020,"['Vivienda', 'Trastero', 'Local Comercial']","[54.01, 32.17, 13.82]","[418, 249, 107]",79
6693021,"['Vivienda', 'Local Comercial']","[82.27, 17.73]","[529, 114]",79
6693022,"['Vivienda', 'Trastero', 'Local Comercial']","[71.3, 11.98, 16.72]","[708, 119, 166]",79
6693023,"['Vivienda', 'Almacen', 'Terraza', 'Local Comercial']","[66.15, 15.18, 4.06, 14.61]","[815, 187, 50, 180]",79
6693024,"['Accesos y pasillos', 'Trastero', 'Vivienda', 'Local Comercial']","[0.6, 33.82, 58.71, 6.87]","[7, 394, 684, 80]",79
6693025,['Religioso'],[100.0],[44],79
6693026,"['Vivienda', 'Local Comercial', 'Almacen', 'Terraza', 'Accesos y pasillos']","[66.11, 23.69, 8.67, 1.02, 0.51]","[907, 325, 119, 14, 7]",79
6693027,['Solar'],[100.0],[9267],79
6693028,"['Trastero', 'Vivienda', 'Local Comercial']","[7.91, 57.56, 34.53]","[150, 1092, 655]",79
6693029,"['Local Comercial', 'Vivienda', 'Duplex']","[27.27, 26.2, 46.52]","[51, 49, 87]",79
6693030,"['Vivienda', 'Trastero', 'Local Comercial']","[80.67, 3.95, 15.38]","[776, 38, 148]",79
6693031,"['Local Comercial', 'Vivienda', 'Trastero']","[45.32, 41.01, 13.67]","[252, 228, 76]",79
6693032,"['Vivienda', 'Trastero', 'Local Comercial']","[67.65, 3.38, 28.97]","[1121, 56, 480]",79
6693033,"['Local Comercial', 'Vivienda', 'Trastero']","[18.44, 68.75, 12.81]","[59, 220, 41]",79
6693034,"['Local Comercial', 'Trastero', 'Vivienda']","[36.43, 8.45, 55.12]","[875, 203, 1324]",79
6693035,"['Vivienda', 'Local Comercial', 'Trastero']","[78.29, 18.54, 3.17]","[494, 117, 20]",79
6693036,"['Vivienda', 'Garaje Cerrado', 'Terraza']","[35.86, 41.45, 22.7]","[109, 126, 69]",79
6693037,"['Vivienda', 'Trastero', 'Local Comercial']","[67.08, 16.82, 16.1]","[375, 94, 90]",79
6693038,"['Vivienda', 'Almacen']","[73.17, 26.83]","[2741, 1005]",79
6693039,"['Vivienda', 'Trastero', 'Local Comercial']","[69.33, 9.17, 21.5]","[416, 55, 129]",79
6693040,"['Vivienda', 'Local Comercial', 'Trastero']","[56.31, 35.49, 8.2]","[1558, 982, 227]",79
6693041,"['Vivienda', 'Local Comercial']","[85.01, 14.99]","[431, 76]",79
6693042,"['Almacen', 'Trastero', 'Local Comercial', 'Vivienda']","[7.76, 18.06, 17.46, 56.72]","[52, 121, 117, 380]",79
6693043,"['Hosteleria', 'Almacen', 'Accesos y pasillos', 'Trastero']","[75.17, 15.08, 0.93, 8.82]","[648, 130, 8, 76]",79
6693044,"['Local Comercial', 'Vivienda', 'Terraza', 'Trastero']","[30.44, 64.22, 1.85, 3.48]","[411, 867, 25, 47]",79
6693045,"['Vivienda', 'Trastero']","[93.22, 6.78]","[550, 40]",79
6693046,"['Local Comercial', 'Vivienda', 'Almacen']","[33.33, 33.33, 33.33]","[77, 77, 77]",79
6693047,"['Local Comercial', 'Vivienda', 'Trastero']","[36.74, 49.73, 13.53]","[478, 647, 176]",79
6693048,"['Local Comercial', 'Vivienda', 'Trastero']","[17.44, 71.12, 11.43]","[90, 367, 59]",79
6693049,"['Local Comercial', 'Vivienda', 'Trastero']","[12.94, 66.86, 20.2]","[89, 460, 139]",79
6693050,"['Vivienda', 'Trastero', 'Local Comercial']","[48.52, 11.18, 40.3]","[868, 200, 721]",79
6693051,"['Sanidad', 'Educativo']","[33.33, 66.67]","[127, 254]",79
6693052,"['Vivienda', 'Local Comercial']","[83.33, 16.67]","[335, 67]",79
6693053,"['Vivienda', 'Local Comercial']","[76.28, 23.72]","[328, 102]",79
6693054,"['Vivienda', 'Local Comercial', 'Terraza']","[68.87, 21.4, 9.73]","[354, 110, 50]",79
6693055,"['Trastero', 'Vivienda', 'Local Comercial']","[7.75, 69.77, 22.48]","[20, 180, 58]",79
6693056,"['Vivienda', 'Local Comercial', 'Trastero']","[68.49, 18.66, 12.84]","[400, 109, 75]",79
6693057,"['Vivienda', 'Trastero', 'Terraza']","[85.47, 12.29, 2.24]","[800, 115, 21]",79
6693058,"['Local Comercial', 'Vivienda']","[17.82, 82.18]","[170, 784]",79
6693059,"['Vivienda', 'Local Comercial', 'Trastero']","[75.07, 24.19, 0.74]","[807, 260, 8]",79
6693060,"['Local Comercial', 'Almacen', 'Trastero', 'Vivienda']","[41.33, 5.21, 0.49, 52.97]","[508, 64, 6, 651]",79
6693061,"['Vivienda', 'Local Comercial']","[85.17, 14.83]","[494, 86]",79
6693062,"['Vivienda', 'Local Comercial']","[67.07, 32.93]","[444, 218]",79
6693063,"['Vivienda', 'Trastero', 'Local Comercial']","[67.83, 16.96, 15.21]","[428, 107, 96]",79
6693064,"['Local Comercial', 'Vivienda', 'Almacen']","[24.21, 62.5, 13.29]","[153, 395, 84]",79
6693065,"['Vivienda', 'Local Comercial', 'Trastero']","[65.16, 17.42, 17.42]","[460, 123, 123]",79
6693066,"['Local Comercial', 'Vivienda', 'Trastero']","[18.65, 72.78, 8.56]","[122, 476, 56]",79
6693067,"['Vivienda', 'Terraza', 'Trastero', 'Garaje Cerrado', 'Local Comercial']","[46.04, 3.37, 4.38, 30.05, 16.17]","[1777, 130, 169, 1160, 624]",79
6693068,"['Vivienda', 'Almacen']","[70.18, 29.82]","[280, 119]",79
6693069,"['Local Comercial', 'Vivienda', 'Trastero']","[21.08, 64.39, 14.53]","[222, 678, 153]",79
6693070,"['Vivienda', 'Local Comercial', 'Terraza', 'Trastero']","[58.77, 34.42, 5.63, 1.19]","[543, 318, 52, 11]",79
6693071,"['Vivienda', 'Trastero', 'Local Comercial', 'Terraza']","[76.63, 4.47, 18.18, 0.72]","[961, 56, 228, 9]",79
6693072,"['Vivienda', 'Trastero', 'Local Comercial']","[51.01, 13.26, 35.73]","[327, 85, 229]",79
6693073,"['Vivienda', 'Trastero', 'Local Comercial']","[70.9, 10.7, 18.39]","[212, 32, 55]",79
6693074,"['Local Comercial', 'Vivienda', 'Duplex']","[18.07, 36.14, 45.78]","[60, 120, 152]",79
6693075,"['Local Comercial', 'Vivienda', 'Trastero']","[28.7, 60.07, 11.23]","[248, 519, 97]",79
6693076,"['Sanidad', 'Garaje Cerrado']","[92.19, 7.81]","[1734, 147]",79
6693078,"['Local Comercial', 'Vivienda', 'Trastero']","[14.04, 79.72, 6.24]","[99, 562, 44]",79
6693079,"['Trastero', 'Vivienda', 'Local Comercial']","[8.08, 73.67, 18.26]","[50, 456, 113]",79
6693080,"['Local Comercial', 'Vivienda', 'Trastero']","[24.46, 65.76, 9.78]","[90, 242, 36]",79
6693081,['Vivienda'],[100.0],[409],79
6693082,"['Vivienda', 'Terraza', 'Almacen', 'Local Comercial']","[66.39, 1.29, 14.31, 18.01]","[719, 14, 155, 195]",79
6693083,"['Local Comercial', 'Vivienda', 'Almacen']","[11.76, 76.47, 11.76]","[30, 195, 30]",79
6693084,"['Hosteleria', 'Local Comercial', 'Vivienda', 'Duplex']","[12.6, 15.55, 47.72, 24.13]","[47, 58, 178, 90]",79
6693085,"['Vivienda', 'Local Comercial']","[79.42, 20.58]","[220, 57]",79
6693086,"['Vivienda', 'Local Comercial']","[80.42, 19.58]","[267, 65]",79
6693087,"['Vivienda', 'Local Comercial', 'Trastero']","[61.6, 26.9, 11.5]","[600, 262, 112]",79
6693088,"['Local Comercial', 'Almacen', 'Trastero', 'Vivienda']","[15.72, 13.84, 13.42, 57.02]","[75, 66, 64, 272]",79
6693089,"['Local Comercial', 'Vivienda', 'Trastero']","[21.48, 72.59, 5.93]","[116, 392, 32]",79
6693091,"['Local Comercial', 'Accesos y pasillos', 'Vivienda', 'Trastero']","[37.66, 0.85, 56.66, 4.83]","[444, 10, 668, 57]",79
6693092,"['Vivienda', 'Local Comercial', 'Almacen', 'Trastero']","[64.79, 15.18, 19.12, 0.91]","[1071, 251, 316, 15]",79
6693093,"['Vivienda', 'Terraza', 'Local Comercial', 'Trastero']","[51.16, 0.47, 39.19, 9.19]","[880, 8, 674, 158]",79
6693094,"['Local Comercial', 'Vivienda', 'Almacen', 'Accesos y pasillos']","[13.23, 60.56, 25.53, 0.68]","[156, 714, 301, 8]",79
6693095,"['Vivienda', 'Local Comercial', 'Almacen', 'Trastero', 'Duplex']","[41.54, 11.79, 8.92, 8.92, 28.82]","[405, 115, 87, 87, 281]",79
6693096,"['Local Comercial', 'Vivienda', 'Almacen']","[13.12, 69.39, 17.49]","[45, 238, 60]",79
6693097,"['Local Comercial', 'Hosteleria']","[21.86, 78.14]","[153, 547]",79
6693098,"['Local Comercial', 'Vivienda', 'Trastero']","[41.53, 36.74, 21.73]","[260, 230, 136]",79
6693099,"['Garaje Cerrado', 'Vivienda', 'Trastero', 'Local Comercial']","[12.52, 75.83, 4.82, 6.84]","[291, 1763, 112, 159]",79
6693100,['Religioso'],[100.0],[2169],79
6693101,['Vivienda'],[100.0],[123],79
6693102,['Religioso'],[100.0],[165],79
6693103,['Vivienda'],[100.0],[361],79
6693104,"['Trastero', 'Hosteleria', 'Vivienda']","[37.36, 50.58, 12.07]","[291, 394, 94]",79
6693105,"['Hosteleria', 'Terraza']","[56.88, 43.12]","[310, 235]",79
6693106,"['Garaje Cerrado', 'Plaza Parking', 'Vivienda', 'Trastero']","[21.12, 0.3, 68.03, 10.55]","[987, 14, 3179, 493]",79
6693107,"['Local Comercial', 'Vivienda', 'Trastero']","[28.14, 64.46, 7.4]","[213, 488, 56]",79
6693108,"['Vivienda', 'Trastero']","[88.6, 11.4]","[1928, 248]",79
6693109,"['Local Comercial', 'Vivienda']","[23.75, 76.25]","[119, 382]",79
6693110,['Vivienda'],[100.0],[105],79
6693111,['Plaza Parking'],[100.0],[3167],79
6693112,"['Local Comercial', 'Vivienda']","[31.82, 68.18]","[56, 120]",79
6693113,['Vivienda'],[100.0],[328],79
6693114,"['Vivienda', 'Garaje Cerrado']","[65.37, 34.63]","[168, 89]",79
6693115,['Vivienda'],[100.0],[340],79
6693116,"['Vivienda', 'Terraza', 'Hosteleria']","[25.17, 41.72, 33.11]","[38, 63, 50]",79
6693117,['Solar'],[100.0],[192],79
6693118,"['Local Comercial', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[19.27, 33.42, 6.7, 40.61]","[233, 404, 81, 491]",79
6693119,"['Vivienda', 'Trastero', 'Local Comercial']","[75.28, 1.66, 23.06]","[2765, 61, 847]",79
6693120,"['Vivienda', 'Local Comercial', 'Hosteleria']","[53.51, 16.03, 30.46]","[267, 80, 152]",79
6693121,"['Vivienda', 'Local Comercial', 'Trastero']","[60.19, 33.01, 6.8]","[310, 170, 35]",79
6693122,"['Trastero', 'Vivienda', 'Local Comercial']","[10.17, 83.33, 6.49]","[94, 770, 60]",79
6693123,"['Vivienda', 'Local Comercial']","[75.64, 24.36]","[177, 57]",79
6693124,"['Vivienda', 'Local Comercial']","[78.11, 21.89]","[414, 116]",79
6693125,"['Vivienda', 'Local Comercial', 'Trastero']","[76.11, 21.19, 2.7]","[395, 110, 14]",79
6693126,"['Vivienda', 'Almacen', 'Local Comercial']","[72.6, 13.52, 13.88]","[408, 76, 78]",79
6693127,"['Local Comercial', 'Vivienda']","[21.5, 78.5]","[89, 325]",79
6693128,"['Local Comercial', 'Vivienda', 'Trastero']","[25.58, 60.47, 13.95]","[55, 130, 30]",79
6693129,"['Local Comercial', 'Vivienda', 'Oficina', 'Trastero']","[28.91, 55.04, 8.76, 7.3]","[198, 377, 60, 50]",79
6693130,"['Vivienda', 'Local Comercial']","[59.05, 40.95]","[297, 206]",79
6693131,"['Vivienda', 'Trastero', 'Local Comercial']","[62.16, 8.6, 29.23]","[672, 93, 316]",79
6693132,['Espectaculos'],[100.0],[587],79
6693133,"['Vivienda', 'Local Comercial', 'Almacen', 'Terraza']","[72.78, 17.1, 8.69, 1.43]","[762, 179, 91, 15]",79
6693134,"['Almacen', 'Hosteleria', 'Terraza', 'Vivienda', 'Local Comercial']","[13.56, 11.08, 6.0, 67.8, 1.56]","[104, 85, 46, 520, 12]",79
6693135,"['Local Comercial', 'Vivienda', 'Trastero']","[51.99, 39.22, 8.79]","[627, 473, 106]",79
6693136,"['Local Comercial', 'Vivienda', 'Duplex']","[30.93, 40.53, 28.53]","[232, 304, 214]",79
6693137,"['Vivienda', 'Local Comercial', 'Almacen']","[82.94, 7.29, 9.77]","[671, 59, 79]",79
6693138,"['Local Comercial', 'Almacen', 'Vivienda', 'Terraza', 'Trastero']","[21.45, 13.15, 54.84, 4.84, 5.71]","[124, 76, 317, 28, 33]",79
6693139,"['Local Comercial', 'Vivienda', 'Trastero']","[34.18, 61.48, 4.34]","[189, 340, 24]",79
6693140,"['Vivienda', 'Local Comercial', 'Edificabilidad', 'Trastero']","[58.25, 25.24, 9.71, 6.8]","[720, 312, 120, 84]",79
6693141,"['Vivienda', 'Local Comercial', 'Trastero']","[73.81, 17.26, 8.93]","[248, 58, 30]",79
6693142,"['Local Comercial', 'Vivienda', 'Terraza']","[39.8, 42.75, 17.45]","[203, 218, 89]",79
6693144,"['Oficina', 'Jardin', 'Plaza Parking', 'Vivienda', 'Trastero']","[11.88, 1.14, 22.81, 58.09, 6.08]","[811, 78, 1557, 3965, 415]",79
6693145,['Solar'],[100.0],[214],79
6763015,['Solar'],[100.0],[6098],49
6763016,['Solar'],[100.0],[12436],49
6763017,['Solar'],[100.0],[7449],49
6763018,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[31.04, 66.74, 2.22]","[280, 602, 20]",49
6763019,"['Hosteleria', 'Vivienda', 'Trastero']","[33.33, 33.33, 33.33]","[334, 334, 334]",49
6763020,['Solar'],[100.0],[6033],49
6763021,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[51.49, 41.91, 6.6]","[156, 127, 20]",49
6764001,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[71.26, 16.17, 12.57]","[238, 54, 42]",49
6764002,"['Industrial', 'Oficina']","[71.29, 28.71]","[998, 402]",49
6764003,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[13.0, 84.53, 2.48]","[105, 683, 20]",49
6764004,"['Agropecuario', 'Vivienda']","[66.67, 33.33]","[426, 213]",49
6764005,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[16.46, 78.05, 5.49]","[120, 569, 40]",49
6764006,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[58.22, 23.03, 18.75]","[177, 70, 57]",49
6764007,"['Vivienda', 'Agropecuario']","[13.46, 86.54]","[65, 418]",49
6764008,"['Agropecuario', 'Vivienda']","[75.0, 25.0]","[486, 162]",49
6764010,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Agropecuario']","[26.3, 4.27, 1.47, 67.96]","[197, 32, 11, 509]",49
6764011,"['Agropecuario', 'Vivienda']","[81.82, 18.18]","[270, 60]",49
6764012,['Solar'],[100.0],[5943],49
6764013,"['Vivienda', 'Agropecuario']","[24.0, 76.0]","[180, 570]",49
6764014,"['Agropecuario', 'Vivienda', 'Trastero', 'Garaje Cerrado']","[88.64, 7.69, 1.83, 1.83]","[968, 84, 20, 20]",49
6764015,"['Vivienda', 'Agropecuario']","[25.35, 74.65]","[180, 530]",49
6764016,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[40.32, 40.32, 19.35]","[125, 125, 60]",49
6764017,"['Vivienda', 'Agropecuario']","[16.67, 83.33]","[75, 375]",49
6764018,"['Vivienda', 'Garaje Cerrado', 'Terraza']","[61.98, 15.29, 22.73]","[150, 37, 55]",49
6765001,"['Vivienda', 'Agropecuario']","[23.23, 76.77]","[288, 952]",49
6765002,"['Garaje Cerrado', 'Vivienda']","[53.33, 46.67]","[120, 105]",49
6765003,"['Vivienda', 'Garaje Cerrado', 'Trastero', 'Almacen', 'Terraza', 'Agropecuario']","[51.99, 10.93, 2.98, 15.23, 2.32, 16.56]","[471, 99, 27, 138, 21, 150]",49
6765004,['Agropecuario'],[100.0],[392],49
6765005,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[11.87, 70.73, 17.4]","[116, 691, 170]",49
6765006,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[15.49, 79.45, 5.06]","[153, 785, 50]",49
6765007,"['Vivienda', 'Agropecuario']","[13.86, 86.14]","[120, 746]",49
6765008,"['Hosteleria', 'Deportivo', 'Almacen']","[63.33, 30.67, 6.0]","[190, 92, 18]",49
6765009,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[16.93, 78.09, 4.98]","[85, 392, 25]",49
6765010,"['Hosteleria', 'Almacen', 'Vivienda', 'Agropecuario']","[28.12, 17.57, 25.31, 29.0]","[160, 100, 144, 165]",49
6765011,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[16.48, 80.7, 2.82]","[117, 573, 20]",49
6765012,"['Vivienda', 'Agropecuario', 'Garaje Cerrado']","[10.45, 88.18, 1.37]","[122, 1030, 16]",49
6765013,"['Vivienda', 'Garaje Cerrado', 'Trastero']","[67.67, 16.17, 16.17]","[293, 70, 70]",49
6765014,"['Vivienda', 'Agropecuario']","[17.46, 82.54]","[110, 520]",49
6765015,"['Vivienda', 'Agropecuario', 'Trastero']","[22.9, 50.42, 26.68]","[109, 240, 127]",49
6765016,"['Vivienda', 'Agropecuario']","[17.92, 82.08]","[112, 513]",49
6765019,"['Vivienda', 'Agropecuario', 'Trastero']","[37.52, 45.27, 17.21]","[218, 263, 100]",49
6766001,"['Vivienda', 'Agropecuario']","[35.27, 64.73]","[176, 323]",76
6766002,['Educativo'],[100.0],[1068],76
