id,lon,lat,id
26284068,-2.4436883,43.3206917,26284068
26284074,-2.45363,43.3195571,26284074
26284085,-2.461606,43.3134967,26284085
26284115,-2.4959066,43.2818986,26284115
26284123,-2.5030339,43.2669919,26284123
26284130,-2.522122,43.2608875,26284130
26284132,-2.5253234,43.2559791,26284132
26284133,-2.5261857,43.2544264,26284133
26284148,-2.5379983,43.2145482,26284148
26360662,-2.4814906,43.3131772,26360662
26363224,-2.4759193,43.296997,26363224
26363232,-2.4792934,43.2986384,26363232
26363308,-2.4817284,43.303371,26363308
26363371,-2.4830136,43.3190275,26363371
26363374,-2.4849142,43.3191536,26363374
26363396,-2.4973054,43.3315693,26363396
26363412,-2.5058982,43.3422016,26363412
26363413,-2.5059976,43.3432481,26363413
26363418,-2.5036956,43.3447907,26363418
26363420,-2.5023479,43.3456481,26363420
26363421,-2.5021998,43.3458003,26363421
26363422,-2.5023375,43.3466587,26363422
26363425,-2.504917,43.3480019,26363425
26363431,-2.5049935,43.3523575,26363431
26363438,-2.504297,43.3546976,26363438
26363451,-2.5054767,43.361848,26363451
26363453,-2.4754345,43.2970033,26363453
26375439,-2.4991629,43.3604389,26375439
26375440,-2.4985241,43.3602819,26375440
26375502,-2.4798037,43.3542566,26375502
26375536,-2.4735601,43.349654,26375536
26375551,-2.4699353,43.3453392,26375551
26375575,-2.4667596,43.336977,26375575
26375593,-2.4620316,43.3349292,26375593
26375645,-2.4397719,43.3317619,26375645
26375653,-2.4448621,43.3316005,26375653
26375654,-2.42833,43.3308994,26375654
26375664,-2.4354555,43.3325416,26375664
26375690,-2.4678879,43.3376706,26375690
26375692,-2.423531,43.3244413,26375692
26377478,-2.3633841,43.2909522,26377478
26377479,-2.3635354,43.2911736,26377479
26377480,-2.3636914,43.2911705,26377480
26377492,-2.3607883,43.2916172,26377492
26377495,-2.3578519,43.293214,26377495
26377774,-2.3920205,43.3072123,26377774
26386987,-2.4379073,43.1929732,26386987
26386994,-2.4377394,43.1932563,26386994
26387209,-2.4343778,43.1985967,26387209
26388658,-2.4062569,43.2203957,26388658
26388659,-2.4063072,43.2207997,26388659
26388663,-2.4056917,43.2196366,26388663
26561306,-2.4758991,43.1821639,26561306
26575907,-2.4736116,43.1833149,26575907
26575914,-2.4738313,43.1834726,26575914
26575921,-2.4739165,43.1834443,26575921
26575929,-2.4739796,43.1832329,26575929
26576493,-2.4757577,43.1830503,26576493
26655053,-2.3893581,43.2508444,26655053
26655076,-2.3897971,43.2499749,26655076
26655098,-2.3887847,43.249341,26655098
26655104,-2.3881766,43.2495251,26655104
26655121,-2.3859657,43.2507426,26655121
26655128,-2.3857779,43.2498499,26655128
26655201,-2.3904348,43.2512991,26655201
26655205,-2.3901226,43.2511457,26655205
26655210,-2.390352,43.2509702,26655210
26655212,-2.3905738,43.2510812,26655212
26659868,-2.3173415,43.1766799,26659868
26659877,-2.3203435,43.1742996,26659877
26659878,-2.3205106,43.174084,26659878
26659883,-2.319795,43.1737822,26659883
26659906,-2.3093932,43.1718793,26659906
26659909,-2.3074107,43.1721162,26659909
26659910,-2.3060225,43.1723031,26659910
26659911,-2.3056865,43.1723459,26659911
26659912,-2.3050547,43.1724339,26659912
26659917,-2.3206491,43.1737882,26659917
26659918,-2.3177368,43.1792458,26659918
26659919,-2.3174977,43.1793402,26659919
26659920,-2.3173659,43.1790917,26659920
26807273,-2.5052033,43.1890651,26807273
27001063,-2.3538193,43.2955926,27001063
27001064,-2.3507341,43.2967322,27001064
27001069,-2.3505751,43.2980974,27001069
27001122,-2.3447077,43.3011914,27001122
27001482,-2.3372537,43.2997205,27001482
27002797,-2.426354,43.1229093,27002797
27002798,-2.4262368,43.1230584,27002798
27002799,-2.4263679,43.1232716,27002799
27002802,-2.4268466,43.1230662,27002802
27003020,-2.4294933,43.0990207,27003020
27003022,-2.4298204,43.0992869,27003022
27003024,-2.4294837,43.0992939,27003024
27012483,-2.3265429,43.2852615,27012483
27013896,-2.3297505,43.2844972,27013896
27013903,-2.3289865,43.2841481,27013903
27013906,-2.3288077,43.2842436,27013906
27013908,-2.3287709,43.2843591,27013908
27013932,-2.3296224,43.2844032,27013932
27013955,-2.3266523,43.2850819,27013955
27013967,-2.3284451,43.2840076,27013967
27013974,-2.3288166,43.2840235,27013974
27015842,-2.2711762,43.2683478,27015842
27015847,-2.2708188,43.2683693,27015847
27015849,-2.270739,43.2684218,27015849
27015852,-2.270661,43.2686429,27015852
27015857,-2.2709678,43.2688589,27015857
27015863,-2.2713583,43.2687076,27015863
27163390,-2.4174322,43.1137803,27163390
27163391,-2.4168759,43.1138293,27163391
27163392,-2.4162574,43.1134859,27163392
27163425,-2.4134766,43.111539,27163425
27163431,-2.4131409,43.1115285,27163431
27496333,-2.1566417,43.2838969,27496333
27496335,-2.1562714,43.2837274,27496335
27496337,-2.1561199,43.2838903,27496337
27496340,-2.1564557,43.2840821,27496340
27496345,-2.158255,43.2847631,27496345
27496346,-2.1587436,43.2849349,27496346
27496347,-2.1584755,43.2847787,27496347
27496348,-2.1582782,43.2846871,27496348
27496350,-2.1576868,43.2844185,27496350
27496352,-2.1571644,43.2842368,27496352
27496364,-2.1566437,43.2832581,27496364
27496365,-2.1566856,43.2831788,27496365
27496367,-2.1567796,43.2831278,27496367
27496369,-2.1568249,43.2829348,27496369
27496374,-2.1563617,43.2828954,27496374
27496376,-2.156347,43.283094,27496376
27496394,-2.1555284,43.283518,27496394
27496406,-2.156618,43.2838209,27496406
27496412,-2.1572035,43.2830192,27496412
27496424,-2.155919,43.2829572,27496424
27496429,-2.1548629,43.2832694,27496429
27496436,-2.1574925,43.2830329,27496436
27551553,-2.0034059,43.3161362,27551553
27551555,-2.001067,43.3154204,27551555
27552438,-1.9802821,43.3133207,27552438
28338205,-1.9789208,43.3208913,28338205
28338664,-1.9781825,43.3117185,28338664
28398161,-2.2689029,43.1818419,28398161
28398171,-2.2667176,43.182769,28398171
28398173,-2.271476,43.1805152,28398173
28398245,-2.2694019,43.1800996,28398245
28398257,-2.2691274,43.1798174,28398257
28398269,-2.2690206,43.1799525,28398269
28398993,-2.2598055,43.1886962,28398993
28398996,-2.259167,43.1894568,28398996
28399000,-2.2589462,43.1900797,28399000
28399009,-2.2594961,43.1934346,28399009
28399122,-2.2540593,43.230745,28399122
28399147,-2.2557443,43.2314469,28399147
28399174,-2.2564352,43.2319653,28399174
28400349,-2.2715824,43.2620809,28400349
28400394,-2.237694,43.2520509,28400394
28400395,-2.2350862,43.2526178,28400395
28400397,-2.2340362,43.2534255,28400397
28400405,-2.2351767,43.2595878,28400405
28402072,-2.3256643,43.2746523,28402072
28842096,-2.4636721,43.0754705,28842096
28842101,-2.4641035,43.0753866,28842101
29202752,-2.5377521,43.0130923,29202752
29202886,-2.5355409,43.0127303,29202886
29202890,-2.5362474,43.0133015,29202890
29202895,-2.5368205,43.0134093,29202895
29202899,-2.5367527,43.0130371,29202899
29202900,-2.5365451,43.0129998,29202900
30004822,-2.2709226,43.2674302,30004822
30004823,-2.2615941,43.2530144,30004823
30007340,-2.2142111,43.3068143,30007340
30007361,-2.2166662,43.3086334,30007361
30007362,-2.2182852,43.3088381,30007362
30009972,-2.25937,43.2848878,30009972
30009982,-2.2582063,43.2946921,30009982
30009983,-2.257771,43.2946827,30009983
30009989,-2.2513529,43.2949211,30009989
30009991,-2.2505839,43.2958238,30009991
30009997,-2.2455721,43.3016543,30009997
30010752,-2.208152,43.3043254,30010752
30010756,-2.2048866,43.3030885,30010756
30010757,-2.2038109,43.3025352,30010757
30010760,-2.202747,43.3009072,30010760
30010856,-2.2067945,43.3033371,30010856
30010862,-2.2048761,43.3040663,30010862
30036613,-1.9840726,43.3188097,30036613
30036621,-1.9847678,43.3182038,30036621
30036625,-1.9848688,43.3179219,30036625
30036645,-1.9825482,43.3194451,30036645
30036654,-1.9816822,43.3196954,30036654
30036666,-1.9801048,43.3202799,30036666
30059502,-2.3313712,43.2784015,30059502
30061678,-2.2630925,43.2849439,30061678
30061683,-2.2658353,43.2847341,30061683
30061685,-2.266423,43.2835927,30061685
30061715,-2.2709766,43.2774033,30061715
30061731,-2.2863347,43.2791559,30061731
30062468,-2.3101208,43.2795277,30062468
30062472,-2.3117915,43.2789195,30062472
30062474,-2.3126742,43.2790345,30062474
30072321,-2.1946365,43.2990666,30072321
30072322,-2.1940936,43.2990595,30072322
30072328,-2.191326,43.2945816,30072328
30072337,-2.1815966,43.2925088,30072337
30072342,-2.1789653,43.2908821,30072342
30072348,-2.1778148,43.2868325,30072348
30072350,-2.1768273,43.2865974,30072350
30072359,-2.1688035,43.2859606,30072359
30072364,-2.1598097,43.2854116,30072364
30072365,-2.1590098,43.2850502,30072365
30072378,-2.143593,43.2796193,30072378
30287653,-2.1385302,43.2736082,30287653
30287701,-2.1342548,43.2727049,30287701
30287708,-2.1308404,43.274647,30287708
30287906,-2.1255727,43.2746438,30287906
30287909,-2.1257977,43.2759206,30287909
30287914,-2.1243756,43.2769058,30287914
30287925,-2.1196165,43.2763722,30287925
30287936,-2.1145284,43.2768681,30287936
30287946,-2.1106592,43.2759497,30287946
32257876,-2.5306085,43.1333704,32257876
32257893,-2.5240499,43.1389767,32257893
32257914,-2.5038013,43.1397193,32257914
32620611,-2.4106895,43.3203097,32620611
32643575,-2.3895517,43.3070894,32643575
32643581,-2.3853517,43.3048882,32643581
32649583,-2.3950589,43.3132136,32649583
32649584,-2.3950537,43.3133893,32649584
32661026,-2.4739352,43.1830509,32661026
32665442,-2.4254848,43.1007844,32665442
32694780,-2.4706593,43.1844229,32694780
42426752,-2.259347,43.1779673,42426752
42426790,-2.2590332,43.1777714,42426790
42427662,-2.2490878,43.1656832,42427662
42428191,-2.2440472,43.1584968,42428191
42428353,-2.242788,43.1569782,42428353
42429181,-2.2381668,43.1507824,42429181
42429311,-2.2369166,43.1490391,42429311
42430817,-2.2331363,43.1330793,42430817
42873724,-2.1581651,43.1274898,42873724
42889280,-2.2212711,43.2324358,42889280
42889336,-2.2150784,43.2181448,42889336
42889355,-2.2082868,43.2144716,42889355
42889414,-2.2012027,43.2000045,42889414
43688615,-2.1504532,43.2369929,43688615
43689312,-2.084641,43.1907522,43689312
